,emotion,generated_sentence
151,E62," 그리고 이거 되게 재밋다. 진짜 진짜 좋다. 그리고 그걸 또 다른 분이 얘길 해줬더라.
그리고 또 하나 더 있잖은 거는 또 다른 분이 또"
152,E67," 내일 다시 찾아갈 테니까.
이제 막 산모를 만난 지 일주일, 이틀을 쉬었는데 이제부터 산모와 아이가 같이 살면 얼마나 편할까"
153,E64," 그래서 그게 좋은 거야?""
""좋아, 좋은 여자구나?""
나는 괜히 섹스를 해본 게 아니라는 걸 알고는 깜짝 놀라며 물었다.
"
154,E65,"!
#일상 #데즈먼드 #dessemanner
이번에 데드먼드랑 같이 놀러간 거예용<unk><unk></d> 오늘 저녁은
요"
155,E62," 라고 생각을 해서 함께 협업하고 있는 거 같아요~ ^^.</d> 저는 오늘 아침, 서울역 근처 한식당.
오늘"
156,E67, 이게 다 내가 취업하는 게 너무 어려운데 내가 왜 이렇게 힘들어하는 걸까? 내가 취업한 게 너무 어려웠던 건가 싶기도 하더라. 그런데
157,E69," 그걸로 인맥이 넓어. 그러고 보니까.
어머님께서 이거 좀 더 좋은 쪽으로 많이 알려줘야 될 것 같아요.""
""그건 뭐냐 하면. 이"
158,E66, 그걸 다 할 수 있겠지. 그래서 지금 이번에 제가 한 번 그거 하고 있는데 그게 좀 더 큰 거 같아. 어머 어어 어어.
159,E63, 그런데 그걸 또 뭐야 이게 왜 이렇게 안 되는 겁나. 뭐야? 너는 지금 뭐야. 이게 넌 지금 이거 어떻게 된 거지 이거 이걸
160,E68," 기분 좋네. 기쁘네? 네. 아까 그 얘길 했던 것처럼 기쁜 거야! 네. 어서 일어나 봐! 어머 어머 아저씨, 저"
161,E67, 그건 아니지? 아니 근데 내가 뭘 잘못한 건지 그건 아닌데. 내가 그걸 잘못했다는 걸 알았으니 그거 다 인정해 줄 수 있
162,E69," 결혼하고 나서 허니문이 생각났는데 생각만큼 허니가 잘 안되네”며 “결혼을 하고 나니, 결혼"
163,E62," 아, 아.
선생님을 사랑하셨어요.
선생님의 사랑을 아까도 못 보신 것 같은데. 선생님의 사랑을 알아가고 싶은데. 그분들이 너무"
164,E65," 그리고는 같이 영화 보러가기로 하고. 어휴~ 그래.
영화도 같이 보러가자고.?
어어~ 근가 이번에 "
165,E61, 하지만 그건 내가 아닌 것 같아. 내가 임신했으니 이제 임신하지 않을 수 있겠구나. 내가 이제 내 곁에 있는 것 같아? 난 내 곁에서 산다 해도 난
166,E68," 그래서 우리도 좀 많이 도와줄 수 있으면 좋았을텐지.""
그녀는 그 동안 자신이 겪은 일들과 자신이 경험한 일들 사이에서 어떤 생각을 하는 걸까? 라고"
167,E65," 그거라도 되니까 너무 기뻐. 그걸 보고 나도 너무 행복해.""
""그래, 로또는 정말 행복해?"" 하고 묻는 말에 그는 고개를 저었다,
그리고 그는 다시"
168,E65, 당첨금으로 당첨의 기쁨이 너무도 크다면서? 내가 로얄로또 한 장을 사서 그 중 몇 개만 살까 했는데 그중에 당락이 결정되다니. 그래서 당
169,E65," 당첨금을 어떻게 마련하세요?”라는 질문이었다.
그런 질문을 받고 그는 “당첨금은 당신 주머니에서 나오는데 당신이 당신이 원하는 건 로또를 사는 게 아닌"
170,E61," 그리고 내 말 잘 듣는 것만으로도 고민이 없어져.""
그는 다시 말했다.
그녀는 잠시 말을 끊은 채 다시 말을 잇기 시작했다, 하고 그녀는 말했다.
그리고 나서 그녀는 말했다.
나는 그녀의 손을"
171,E63, 우리도 이제 좀 쉬어야 될 때가 되었어요. 우리 이제 같이 가자는 거였거든요! 아~ 아유 아유. 어휴 아이고. 저희도 같이 가야 돼서요. 아
172,E66," 하지만 그 모든 것을 놓치면 오히려 그게 더 낫다고 생각했지. 그 때문에 나도 모르게 내 몸이 더 건강해지는 거였어.
그때 내가 느꼈지?.
내가 내 몸"
173,E68," 뭔가 해보니까 뭔가를 할 줄 알고 해봤더니 너무 좋아! <unk>가 좋아!
<unk>도 이제부터 <unk>가 좋아할거 같애?!"
174,E69," 그게 무슨 말입니까? "" ""
이제부터는 영어에 대한 관심이 높아져서인지 'It'm she is new sex up, I"
175,E63," 그걸로 끝이지?"" 하고 말했지요.
그래서 나는, 그 아이의 부모에게, 또 내가 이 아이에게 얼마나 고"
176,E63,"""
이제 와서 그런 식으로 하면 되지, 괜히 반 친구들의 마음을 아프고 괴롭힐 필요는 없었다.
하지만 이 모든 것을 포기하면 되겠지만, 왠지는 모르"
177,E68," 그게 뭐냐구.""
그가 내 팔을 잡았다.
그는 나를 보고 말했다.
그가 내 팔을 붙잡은 것이다.
그녀는 내게 다가가서 말했다.
내 팔에"
178,E64," 근가 이렇게 뭔가 좀 뭔가를 먹으려고 하면 왠만하면 그냥 먹어버려.""
나는 그런 내 모습을 바라보면서 이렇게 말했다.
그러고는 내가 이렇게 말하자 옆에 앉은"
179,E64," 나는 이 모든 것에 대해서 내 힘으로 다할게.""
나는 고개를 저으면서 말했다. 만약 당신을 당선시켰다면, 당신이 그 자리에서 물러서고 싶었을 것이다.
그러나 그것은 결코 당신이"
180,E64," 그 덕분에 나는 정말 즐거웠지.”</d> 넥슨이 개발한 '바람의 나라의 앨리스'의 2차 CBT 테스트(이벤트)가 오늘부터 시작된다.
이번"
181,E64, 근디 그 사진 찍어서 뭐~ 저기 뭐~ 그 사진이 저희 저랑 뭐야 이게 그게 무슨 얘길 하는 거 같기도 해 근디
182,E62," 내가 지금 당장 돈을 보낼 수는 없는 거잖니!"" 하고 말했다.
나는 이렇게 말하고는 그제까지 내가 무엇을 해야 할지 잘 몰랐던 모양이다.
그렇지만 그 말을 듣는"
183,E62, 그러면은 그~ 이 삼억이면은 이 년 이내에 삼 년 이내에 천만 원의 이 이~ 삼 년 이내에 삼천 만 원의 이~ 이 이 돈을 모으게
184,E68," 내가 운이 나쁜가?""
이런 얘기들은 모두 사실일 것이다.
그러나 내가 운에 대해서는 별로 신경을 쓰질 않는 것처럼 보이는 건 사실이었다.
이"
185,E64, 그런데 이번에 이거 뭐 이거는 뭐냐 하면 우리 학생이 이거 이게 무슨 뭐냐하면 이~ 학생회가 이~ 학교 안에서 뭐 이거 저~ 저~ 이거 저렇게 저
186,E64," <unk>는 너무 좋아. 진짜. 너무 좋아해 ㅠㅠ.
#셀스타일상#소통해 _
그램<unk>#일상기록 <unk><unk><unk>
#"
187,E62," 그 돈의 액수가 얼마나 되고 그 돈이 어디로 갈 것인지는 알지만. 내가 그 일을 하는 것이 가장 좋다거나 그 돈이 어디에서 오는 것인지, 어떤 식으로 흘러가도록 할"
188,E62, 그래서 이 적금은 삼 년을 채우지 못하고 천백만 원까지 해 놔. 그래서 그 적금에 천백만 원짜리 통장을 가지고 있는데 천백만 원을 저축하고
189,E62," 나는 내 인생을 믿고 있네. 그걸 믿는다면 나는 행복할 거예요""
그는 나를 위로해 주며 이렇게 덧붙이셨다.
""그렇게 믿고 있으면 행복해."
190,E62, 하지만 이게 쉽지 않은 일이야! 난 내 인생도 그렇게 살고 있어. 그 동안 나는 너무 힘들었지. 난 내가 너무
191,E62, 아까도 잠깐 언급을 하시고 예. 그니까 그~ 그까 이십사 년도에 그 당시에도 그 당시 우리 학생들도 굉장한 그 그~ 어
192,E62," 하지만 남편은 술을 너무 좋아해서 술을 마시고 난 후엔 술을 마셨다.
이때 아내가 술 마시는 동안에도 남편은 술을 마시고 있었어요.
남편이 외"
193,E62," 그래서 난 남편이 밉다는 생각이 든다구요. 그래서 남편도 난 남편하고 함께 있는 게 싫어. 그래서 나는 남편이 싫은 게 아니라 나만 밉다는 게 싫어.""
그"
194,E62,""" ( '내 딸의 입학시험에서 나는 내가 시험이 아니라 내 딸이 시험인 줄 아네' ) ""라며 <unk><unk>거리다가도 """
195,E62," 그런데 너무 고생을 해서 내가 돈을 다 빌려주고 싶어서 빌려주었지? 그 돈이 너무 고마웠던 것뿐이지.
그게 바로 내 친구가 빌려"
196,E62," 내가 그 일을 당하지 않으면 나는 죽을 수밖에 없어.
그래도 나는 너에게 내 모든 걸 물려주고 싶다.
그런 마음만 갖고"
197,E62," 그래서 오늘 저녁은 내가 준비한 빵이 나왔고 나는 내 빵에 빵도 잘 익고 또 빵 만드는 법을 배웠거든.""
""그렇게 열심히 해서"
198,E62,"' 하고 생각했다.
""그렇습니다.""
나는 그렇게 말했다.
""그래, 그 사람은 내가 그 사람을 알아봐 줄 거라고는 꿈이나 해 보지 않은"
199,E62, 그래서 그거 물어보고 싶다고 해서 그거를 내가 그걸 물어보니까 나는 내가 지금 복지관에서 하고 있는 일에 대해 이렇게 이야기하는
200,E62," 그리고 나처럼 나처럼 다른 사람을 만나면 나에겐 다른 사람과 함께하는 시간이나 시간을 빼앗기는 일도 없잖아, 나는.""
나는 이렇게"
201,E69," 하지만 나는 내가 그렇게 하지 않아도 돼.""
나는 그렇게 말하고 있었다.
그리고 나는 그 순간, 나의 모든 생각을 털어놓을 수밖에 없게 되어버렸다.
그리고 그 모든 생각이 나의 마음속에서 사라졌다.
그 순간, 나는"
202,E69," 음. 음음. 그리고 그걸 통해서 내가 어떤 건강의 법칙을 발견하는 건가. 어.
어어. 어. 음.
어~ 그~ 뭐가 문제인가 하면 네"
203,E69," 그리고 난 내가 너무너무도 너그만하고 사랑스러워서, 내가 너무 너무 너무 너를 좋아해, 그리고 난 너무 사랑스러워서, 난 내가 널 정말 사랑해! 그리고 나, 나랑 너를 좋아해서"
204,E69," 난 내가 폐에 이상이 없다는 것을 안 거예. 폐가 안 좋은데? 폐가 나쁘다는 것은 알겠지만 나는 그 폐를 고칠 수가 없어.""
그 말에 나는 가슴이"
205,E69, 그리고 또 하나는 그걸 또 다른 일을 하는 것이 아니라 그~ 그게 더 중요한 것이거든요. 그러면은 지금 이제 뭐~ 뭐라고 얘기한지 모르니까 뭐라 그럴까? 그게 아니라
206,E69," 이 마을에 제일 큰 게 뭘까요 하고 궁금해하더라. 그거 그걸 알아요. 그건 넌 뭘까?""
아무리 그게 뭐지"
207,E60," 그게 무슨 말이야 노인기초연금의 문제예요. 어머나 그거 노인연금은 안 받는 노인들만 받잖아요.
예 예 예예 예. 어어 노인 기초연금으로 안"
208,E60, 네. 아까 얘기는 네? 저희가 저도 이제 그걸 얘길 하면은 네네. 이게 뭐~ 그거랑 무슨 관계가 있습니까 그~ 그거는 네? 뭐 그
209,E60," 그런데 내가 이걸 다 내 손으로 사준 게 아니었지.
이제 와서 내가 사준 것도 아니고, 이게 내가 뭔가 내가 돈을 많이 벌어서 내가 사 준"
210,E60, 그 돈 가운데 십만 원 정도면 어~ 노인 복지를 위해서 써도 좋겠다고. 그래서 이게 이걸 어~ 기부하기로 해서 어~ 기부금 십만 원으로 기부했어
211,E60, 그리고는 다시 집주인과 만나러 집을 나왔는데 그게 웬일이냐고 물어봤더니 '돈이 없다!'는 것이었어. 그런데 이게 웬일인지 이 집 주인하고 이
212,E60," 그래서 내가 대학 등록금과 대출 이자를 내면서 돈을 빌리고 갚아나가게 해줬지? 그거 다 깡이었어? 아, 그거? 어, 어머님도"
213,E60," 그게 아니라면 내가 내 인생을 어떻게 살았나 봐.""
이렇게 말하는 그녀의 얼굴은 점점 굳어만 가고 있는 것 같았기에 더욱더 미소가 지어졌다.
이제야 겨우 그 사실을 깨달은 나는, 이제"
214,E66," 그리고 그게 내 모습이었나 봐.
나는 그때를 떠올렸다.
내가 그때가 그리워졌다.
그날도 그날의 나는 내가 얼마나 그리워했는지 모른다. 고독한 시간을 보내"
215,E66," 하지만 나는 영화를 볼 엄두가 못 났어.
그때 나는 내가 왜 이렇게 영화관에 갔느냐며 놀려대. 그래서 나는 내가 너무 좋아했지.
영화관에서 잤던 것뿐이"
216,E66," 그런데 그때 그게 안됐어요. 그~ 제가 봤더니 어~ 이걸로 그걸 좀 해야 될지 어떡할지 고민하고 있더라고요""라고 전했다."
217,E66," ᄏ
근처에 있는 산책로에서
아기들과 산책하는 것도 좋았고~!
그때가 가장 기쁜 날이네요.ᄒ ^</d> 오늘 아침, 왠만한 운동"
218,E66," 그래서 여행은 여행보다 편한 게 많네. 그래서 그~ 여행도 편하지만 여행을 떠나기도 편한 게 많아.""
그렇게 말했어.
여행이란 게 뭐야?
나는 그런 말을 한 적이"
219,E66," 밥 한 숟구도 제대로 못 먹고.""
""어휴, 내가 밥을 못 먹어? 내가 다 먹어치운 밥도 못 먹겠는데 왜 밥을 못 먹어! 밥도 못"
220,E66," 그걸 위해 그 향수 공장을 세웠거든.
그러니까 내가 좋아하는 향수를 만들기 위해서 그 공장에서 일했거든. 그런데 내가 좋아하는 향수가 뭐야 그걸로 만든다고 하면 어떡할"
221,E66, 내 아들 대학까지 보내서 장학금이 좀 줄었다고 생각했는데 내 아들 대학도 보냈고 그게 다 큰 돈이라고 생각하고. 그건 나도 마찬가지였
222,E66," 그 돈을 어떻게 쓰느냐고? 내가 어떻게 해야 할지, 그걸 알 수 있었으니.""
이렇게 말했습니다.
이런 식으로 해서 그는 자신의 모든 돈을 모은 다음, 자신이 가진 모든 돈을"
223,E66," 그건 정말 좋은데?""
""그런데 카페에서 만난 사람한테 내가 뭐 잘못한 게 있어요라고 묻거든.""
이 말을 들으니 나는 괜찮은가.
이번"
224,E60," 그리고 그게 다 커서 운동도 하고 싶어서 운동했어? 그리고 나 이제 다시 <unk>가 다시 운동하고 있어.
그래. 그게 너무 재미가 있어.
나랑 괜스레"
225,E60, 그리고 내가 이번에 그거 할 때 내가 한 번도 이게 안 돼서 이게 훅 가잖. 그거를 내가 할려고 했는데 이번에 내가 이
226,E60," 하지만 그걸 모르고 있었어? 그건 내가 알고 있어.
이런 식으로 말했지.</d> 지난 주말에는 비가 내린 후 다시 추워져 추위에 대비해야 하는 날씨입니다.
"
227,E60," 그리고 나에게는 나만의 등산복이 있어요. 그건 정말 멋진 아이디어야!""
이런 말을 하는 건 정말 대단한 일이 아닐까?
이번 여행에 동행한 사람은 다름 아닌 나.
그"
228,E60," 그리고는, 내 몸이 좋아서 그게 좋은 거였거든, 내가 그렇게 좋아하던 그게. 그거야 그게. 내가 그 보약이란게, 나하고 나하고는 다른 거지"
229,E60," 내가 건강하면 우리도 건강하게 살게 되고 그래, 내가 건강하면 나도 건강하게 살 수 있잖니? 그거 참 좋은 거라고. 우리 동네에서 가장 잘 살고 있단 거"
230,E60," 그리고 이젠 집 안에 들어가 살 때도 이젠 편해. 집도 잘 돼야 돼. 집에도 편한 사람이 있어.""
그렇게 말"
231,E60," 근까, 저기 뭐가 있었냐? 아빠랑 같이 하는 건 어색해.""
나는 녀석을 바라보다가 갑자기 고개를 돌려버렸다.
아무 말도 안 하는"
232,E60," 그런데 왜? 내가 검사를 해보니 내가 검진 결과 이상이 없었어? 그래서 내 검사를 한 번도 안 받았는데.""
그는 다시 한번 말을 했다.
그는 또 한번 말을 이어가다가 말했다.
나는 그가"
233,E60," 이럴 때면 담배 피우고 싶지 않아!""라고 말하죠.
그래, 담배도 끊으면 어차 피워요.
이제 막 담배 끊는 거죠.
이제는 담배를 끊"
234,E60, 그런데 무얼 먹고 싶은 거지. 내가 무얼 사야 하나요 하고 물어 보니 술집 주인인 내가 그걸 사라고 해. 그 술집에선
235,E63," 그래서 엄마를 찾아간 게 바로 이번에 처음이거든.""
아이가 말을 이었다.
아이가 말했다.
""이렇게 말하니 엄마랑 같이 갔었지?""
"
236,E63," 우리 집에도 그런 게 있지. 우리도 우리 집엔 우리 집엔 우리 엄마만 있단다.
아니 우리 엄마는 엄마가 없대.
그래서 엄마 아"
237,E63," 부모님, 나하고 같이 놀아. 부모님, 내가 부모님처럼 될 수는 없지?"" 하고 말했다.
이때, 나는 갑자기 '부모님이 된다면' 하고"
238,E63, 그거 다 <unk>가 <unk>를 뭘 그렇게 싫어했니. 그래서 아 그걸 괜한 짓으로 생각해서 그런 것
239,E68," 그래서 나도 엄마도 모르게 그거를 봤어.
그래가.
근데, 괜시리 엄마랑 같이 가더라고요.
그냥 쇼핑하고 쇼핑만"
240,E68,"""
엄마에게 뮤지컬에 빠져들라고 말하면서 뮤지컬을 보라고 했다.
""아냐? 내가 뮤지컬에 빠져드는 거냐, 엄마는.""
그때부터 아"
241,E68, 그리고 우리도 우리랑 똑같이 잘 살 거 같아? 우리 엄마한테도 용돈이 좀 많다고 해줘? 그
242,E68," <unk>.<unk> #<unk><unk></d> 요즘엔 #아이스티슈가 대세가 되면서 ᄒ
아기들이 많이 좋아해서
#육"
243,E67," 그런데 갑자기 왜 그러느냐며 핀에 매달린 채. 지인 때문에 병원에 실려가다 결국 사망했다고.
그렇게 죽은 뒤엔 지인을 위해 병원비로"
244,E67," 그래서 내가 그거 때문에 내가 병원에 갈 수 있을 거라구 했지.
근까 내가 그게 그거 때문에 내가 병원 가서 당뇨병도 진단 받고 치료 받고 했는데"
245,E61, 내가 정말 고생을 해서 이렇게 해준 건데 그걸 또 어떻게 해줘서 감사한 마음이야! 내가 정말 잘해
246,E61," 좋은 사람들끼리만 모여서 살 거고, 나 같은 사람들은 그런 사람들을 잘 만나. 그런 사람들이 모여 있는 게 좋아. 내가 너에게 그렇게 말해주고 있어?""
그는"
247,E61, 그래서 나는 내가 이번에 이번에 또 이걸 해보니까 그게 너무너무를 많이 하거든? 내가 너무 이거 때문에 내가 좀 이럴
248,E69," 그리고 이번에 내가 이걸 또 해야 되는데 내가 지금 이렇게 하고 있어? 이게 뭐지?
그거 이거 어떻게 할 수 없어? 라고 물어보는 거예요.
아니"
249,E69," 그래서 그건 너무 큰 문제였어요.
이제는 더 이상 그게 안 될 거예요.
이제 우리 모두 다들 우리 집에 가고 싶은 생각이 없어지잖아, 그거"
250,E69," 난 그걸 어떻게 할 거니?
내가 어떻게 할 수 있어?
그냥 둬도 돼, 나 혼자 살아봐.
아내는 나보다 오래 사는 것 같아"
251,E69," 그게 다 내 아들의 문제였으니까.
이렇게 생각해. 내 아들을 위한다는 것은 정말 큰 일이니깐요.
아내와 나는 서로에 대해 잘"
252,E69," 그러고 보니 나도 언젠가가 내가 죽는다는 것을 알았지 뭐야.
그래야 내 인생도 살아나.
이젠 그건 내 몫 아니"
253,E69, 이걸 보면서 이거야! 아이고. 이게 이게 왠지 이걸 보는 눈이 너무너프해! 어쩜 그렇게
254,E69, 그래서 나는 동생에게 이게 정말 좋은 일이지? 라고 생각을 하게 됐어요. 그리고 난 이제 형이랑 결혼도 하고 또 결혼을 했지 않나요라고 생각을 하게
255,E69," 난 그 친구랑 같이 암 치료받고 싶어.
암 환자처럼 말이에요.
그렇게 되면 암 환자처럼 암 환자같이 행동할 거예요
난 그런 생각을"
256,E69," 그러지 않고는 살기가 힘들 것 같아서 말이야, 그거라도 잘 먹고 건강하게 살면 되는 거란 말이야, 그러지 말고 내가 좀 편해지지?"""
257,E69," 내가 이게 다 우리 마을 사람들인데. 우리 집에도 그런 분들은 많거든? 우리도 그런 사람들이 있어.""
그런데 이 마을에 있는 어떤 아주"
258,E69, 오늘 아침엔 내 몸도 많이 회복됐고 앞으로 잘 될 거란 얘기도 들었는데 너무 감사하다”고 전했다. 고인은 이날도 오전 7시에
259,E69," 내가 지금 이 순간도 살아 있는 한 이십오 세기에도, 또 다른 한 십삼 세에도 이 세상에 있을 수 없다는 것을 나는"
260,E69," 하지만 그건 이미 내 죽음이었지! 내 죽음을 준비하는 것이 아니라 나를 죽이는 거지!""
이제 나는 죽음을 맞이하기 위해 죽음을 기다리고 있었다.
그러나 그것은 내 것이 아니다.
나는 죽음을 기다리기 위해서 이 세상에서 가장"
261,E66," 그거야 내가 뭘 해? 아휴! 그게 뭐가 중요해.""
이미지란 것은 내가 알았으니까.
그건 알았어?
이런"
262,E66," 그러니 이게 내 잘못인가?""
아이는 고개를 저었지만 이내 그제껏 해왔던 말투에서 벗어났다.
이제야 비로소 내 마음이 조금 편해졌다.
"
263,E66," 하지만 그걸 어떻게 해야 좋을지는 모르네. 난 그게 걱정되거든, 그렇지.
난 이제야 내 손자에게 그 말을 해줄 거예요 하고 생각하더라.
""그건"
264,E64," 내가 괜한 짓하지 마, 내가 괜히 신경 쓸 필요는 없거든? 난 이제 더 이상은 못 봤거든, 알았다."
265,E64, 그 덕분에 우리 학교는 졸업을 한 거야. 우리 학교에도 그런 학과가 있었으니. 그 학과 교수님의 전공이 바로
266,E64," ᄏ #인디 ᄏ
아침마다 햄퍼를 사와야지 <unk></d> <17.01.Windows)>는 왓"
267,E65, 내가 봤더니 내가 이겼네. 어. 그래서 이게 다 팔려 갔는데 내가 봤어? 팔려. 그래서
268,E67," 그건 좀 걱정하지 말고 내가 알아서 하라고. 내가 알아서 하면 될 텐데 왜?""
나는 대답이 없었다.
그가 내게 말을 하는 동안 내 눈은 온통 그의 얼굴에"
269,E67," 나는 내가 원하는 대로 살고 싶어요.""
이런 얘길 듣다 보면 내가 얼마나 열심히 일하고 있는지를 알 것 같았다.
하지만 내가 지금 이 순간 얼마나 열심히 살고 있는지 잘 알 수는"
270,E62," 그래서 엄마랑 나랑은 여행이 제일 좋은 친구니까 엄마도 같이 여행갈 때 같이 가면 되거든.
근처 카페에서 만나면 좋겠다 싶어서."
271,E62, 그 친구와 얘기가 끝났나? 그 친구는 어떻게 했냐구. 난 그때 뭔가를 얘기가 끝났다고 말했던 건 사실이에요. 그 친구는 그날 그 친구와 그 친구
272,E62," 이번에 확진을 받았다는데요. 이 확진자가 왜 이렇게 빨리 나오셨나 싶기도 하고, 또 다른 확진으로 이어져서. 그리고 확진이 언제쯤 끝날까요"
273,E62," 그건 나도 모르는 사실이에요""라고 답했다.
이날 방송은 김어준(본명 박명규) 씨가 지난 1일 밤 방송에"
274,E62, 아까 그 말씀드렸지만 이~ 이십대 후반 이후에 아이를 낳지 않는 이유는 첫째 아이가 출산에 실패하기 때문에 그 아이를 낳아서 이~ 출산 후에 이 아이를 낳으면 그~ 아이
275,E62," 너네 집도 가봐.
이번에도 너는 못 갈거다.
이런 식으로는 갈 거 같다.
이번 주에도 계속 놀러 갈거니까"
276,E66," 너는 내가 죽어도 <unk>네 집만 살면 돼.""
아무래도 내 마음을 헤아려주지 못한 모양인데, 그래도 그놈이 내게 <unk>가 <unk>의 집으로"
277,E66," 그래서 그 사채에 투자해. 그래서 사채가 그게 아니라 그냥 돈을 갚는 게 아니야.""
""아니 그니까 그게 무슨 소리"
278,E62," 하지만 그래도 내가 너에게 해준 것이 있어.""
아내는 그렇게 대답했죠.
하지만 나는 그 순간, 난 정말 기분이 좋지 않은 것 같아요
그때, 아저씨를 만나고 싶다는 생각을 했"
279,E66," 내 자식인데도 잘 낳아줘, 내 자식이니까.
이렇게 해서 내가 내 아들인데도 잘 키워준 것에 대해서 미운털이 박힌 건"
280,E66," 그래서 오늘도 내가 집에 있을 때랑 똑같지 않아.
아~ 그래야지.
그래야겠구나?
그래도 나는 집에 있을 때는 내가 뭔가가 너무 편해서 좋았"
281,E65," 너무 죄스러웠어.
내가 왜 그랬어?
그냥. 내 인생도 그렇잖어.
아니야 내가 너무 미웠다.
그게. 나만"
282,E65," 그러고 나서 내가 이번에 그거 했으니 이거 해줘야 돼.""
이렇게 말하는 순간 그는 그 자리에 털끝만한 상처만 남기고 사라졌다.
그리고 그 후로 이번에"
283,E64," 하지만 그게 다 내가 할 일이었으니까.
그래야지.""
""이런 일 있으면 어떨까? 그 친구가 그 친구랑 함께 사는 걸로 생각해 봐. 나도 그런 생각을 하니.""
"
284,E64," 그래서 그 사람들이 모여서 모임을 만들어가자고 한 게 아니었는데.""
이제 그 사람들은 다 모이고 또 모여들었다.
그리고 또 한 사람은 또 하나의 모임을 만들었다.
그리고 다시 다른 모임을 만들기 위한 계획을 세워"
285,E67,"넌 이제야 밥 먹고 밥 먹는다고 해.""
""그래? 네? 그건 아니잖냐고? 그걸 어떻게 알고?""
이미 식당에서 일해 본 경험이 있어"
286,E67," 그건 나도 알고 있지만. 나 같은 사람이 그런 병을 가진 게 너무 안타까워서.""
이미 다 알려진 사실이었다.
그가 그렇게 말하는 것은 이미 오래전부터 들어 알고 있었지만 말이다.
이런 사실을 알게 되다니"
287,E61," 그게 그거지.
어쨌든 우리 애는 이제 그 친구하고 함께 살고 싶다고 생각을 하고 있거든?
어~"
288,E68," 이거 참, 정말이지 너무하네. 정말 이게 참. 이건 또 왜? 이걸로 또 한 번 우리를 이토록"
289,E66," 그 집을 사려고 할 <unk>은 없겠군? 그럼 내가 살 집을 구하러 가겠어.""
그때, 나는 갑자기 씩 웃으며 말했다.
나는 그때, 내"
290,E62, 그래서 아들은 결국 수술비가 지원되는 병원 대신 보험을 드는 수밖에 없었지? 그래서 결국 보험이 필요한 아들이 병원비로 병원비를 대신 내줬어.” “그래
291,E62," 그런데 이제 그 암도 더 나빠지고 있어.""
그는 이렇게 말하고 있었다.
나는 그를 바라보았고, 나는 그를 쳐다보고 있었다.
나는 그의 얼굴을 쳐보고 싶지 않은 것 같"
292,E62," 그리고 수술을 해야 하는 상황이어서. 수술비는 병원비로만 지불이 된다고 했대."" 그래서 나는 수술을 하지 않았으면 하는 마음이 굴뚝같은 것이"
293,E62," 그래서 병실에 들어가니 그 사람이 나를 알아보지 못해서, 나를 알아보았지. 그 사람을 만나서 내가 얼마나 많은 상처를 받고 있는지 알아봐 달라고"
294,E62," 내가 왜 이렇게 무서울 수 있는 건데.""
나는 눈을 감아버리고 말았다.
그런데, 이 모든 게 내가 할 일이 아니었다.
나는 내 눈을 뜨지"
295,E62," 내 평생 내 인생 최고의 적수가 되겠어!'
나는 그 말에 대답 대신 고개를 끄떡이고 있었다.
이번 주말은 내가 얼마나 고심했으면 이런 식으로 행동하지 않으려 했을 것인가.
""그래"
296,E62," 난 그 사람이 그 사람이라고 생각하고 있었는데 그 사람은 내 친구라고. 난 그렇게 생각해.""
그는 말을 마치자마자 눈을 번들거리기 시작했다.
""아니, 난 내 친구의 아들이니까요. 그 사람이라고 생각했"
297,E62," 하지만 당신이 원하는 건 내가 원하는 것밖에 없으니까. 하지만 난 당신에게 주어진 게 아무것도 없다고 생각해."" ""내가 당신과 결혼하는 게 얼마나 행복하겠습니까"
298,E62," 그리고 나보다 훨씬 많은 돈을 가지고 있으니까.
내가 가진 돈의 일부를 내게 주고 싶어하는 나의 마음이 이해될 것 같다.
내가 지금 이 순간까지 내 곁"
299,E62," 그런데 당뇨는 다른 질병과 달리 혈압과 콜레스테롤, 콜레스테롤 수치를 낮추고, 심장을 안정시키는 효과가 있다고 하니 정말 좋은 약이라고 할 수 있어.”"
300,E62," 그래서 그거 안 해줘?""
나는 그 말을 듣는다.
나는 그 말을 들으면서도 내 생각을 알 수 있다.
아"
301,E65,"""
김씨는 이렇게 말하며 웃었다.
박 씨 역시 ""어떻지요! 저희도 잘 먹고, 힘드셨는데요""라고 했다.
"
302,E69," 그거 다 치료해 놨는데. 이거 어떻게 해야 돼. 그니까 이~ 우울증은 치료도 안 하고 계속 우울증이 계속 계속 되니까 계속 이렇게 되니까 우울증은 더 심해져 가지고.
"
303,E69," 그런데 왜 나는 왜 그런 병을 갖게 되는 거죠?”라는 질문과 함께, “나에게 이런 병이 있다는 것은 정말 놀랍다. 이 병에 대해 어떤 말을 하는 게 좋을까? 나는 어떤 생각을 하고 있는 것일 뿐이야”라는"
304,E69," 그래서 너가 나를 보고 싶어 그랬는데 너가 아프면 안 되냐구. 그러니까 나도 울었구나.
그렇게 생각했는데 너는 아프다고 울었어.
"
305,E69," 그런데 갑자기 갑자기 갑자기 혈당이 떨어져버렸지.""
그는 잠시 생각에 빠졌다.
그녀는 자신의 몸에 이상한 기운이 감돈다고 느꼈다.
'그건 왜 그런 건지. 내가 혈압 때문에 혈"
306,E69, 이대로 누워만 있으면 되니까. 그거야? 아빠는 지금 이게 괜한 걱정을 하시는 거 같아. 내가 왜 그러니. 그~ 이게 이~ 지금
